CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,Geography_Germany,Geography_Spain
850,0,39,5,114491,1,1,0,99689,0,1,0
749,1,54,3,144768,1,1,0,93336,1,1,0
445,1,31,7,145056,1,1,1,175893,0,0,0
443,1,50,3,117206,1,1,0,42840,1,1,0
637,1,41,2,138014,2,1,0,140298,0,1,0
616,0,45,6,128352,3,1,1,144000,1,1,0
756,0,23,1,112568,1,1,1,113408,0,0,0
644,1,33,2,0,1,1,0,96420,0,0,0
850,1,41,1,176958,2,0,1,125806,0,1,0
703,0,38,9,99167,1,1,0,65720,0,1,0
684,0,42,3,103210,1,1,0,31002,0,0,1
706,0,48,10,104478,3,0,1,158248,1,1,0
580,1,61,8,125921,1,1,1,94677,0,0,1
777,0,35,3,0,2,1,1,17257,0,0,1
676,1,48,3,80697,1,0,0,101397,0,1,0
708,0,44,2,161887,2,1,0,84870,0,0,0
809,1,24,7,109558,1,1,0,183515,0,0,0
588,1,38,1,124271,1,1,0,75969,0,0,0
623,1,43,1,0,2,1,1,146379,0,0,0
537,1,42,1,190569,1,0,1,127154,0,0,1
536,1,53,2,143923,1,1,0,2019,1,0,1
769,1,48,2,96542,2,0,1,197885,0,0,0
690,1,33,5,0,2,1,0,138017,0,0,0
771,1,45,0,139825,1,0,0,170984,1,0,1
497,1,24,6,111769,2,1,0,55859,0,1,0
622,1,37,4,0,2,1,0,4459,0,0,1
602,1,30,9,113672,2,0,0,102135,0,0,1
543,0,32,7,147256,1,1,0,112771,0,0,0
520,1,45,7,107023,1,1,0,32903,0,0,1
669,1,37,1,125529,1,1,1,162260,0,0,0
631,0,41,0,0,1,0,0,87959,0,0,1
537,1,48,4,131834,1,1,0,166476,1,1,0
732,1,62,2,0,2,1,1,25438,0,0,0
844,1,56,5,99529,1,0,1,157230,1,0,1
838,1,35,0,0,2,0,1,197305,0,0,1
652,1,27,10,107303,2,0,0,44435,0,0,0
660,1,33,0,72783,1,0,0,181051,0,0,0
692,0,44,8,0,1,0,1,159069,0,0,1
588,0,35,0,0,2,1,1,155485,0,0,0
533,0,22,10,115743,1,0,0,43852,0,1,0
850,1,43,4,161256,1,1,1,140071,0,0,0
511,1,27,8,0,2,1,1,49089,0,0,0
530,1,44,6,0,2,0,0,55893,0,0,1
554,1,31,1,0,2,0,1,192660,0,0,0
585,0,40,3,162261,2,1,0,137028,0,1,0
754,1,39,3,74896,1,0,0,34430,0,0,0
474,1,54,3,0,1,1,0,108409,1,0,0
837,1,35,0,144037,1,1,0,145325,0,1,0
567,0,23,9,93522,1,0,1,81425,0,0,0
800,1,38,1,0,2,1,0,51553,0,0,1
646,1,18,10,0,2,0,1,52795,0,0,0
627,1,38,8,106922,2,0,1,84270,0,1,0
505,1,26,8,112972,1,1,0,145011,0,0,0
566,0,35,1,123042,1,1,0,66245,1,1,0
619,0,33,3,100488,2,0,1,36446,0,1,0
757,0,44,4,123322,1,1,0,137136,0,0,0
648,1,32,0,0,1,0,1,117323,0,0,0
621,1,42,8,68683,1,1,1,74157,0,0,1
543,1,49,6,59532,1,1,0,104253,0,1,0
658,0,43,7,140260,2,1,0,2748,0,0,0
633,1,50,7,88302,1,1,1,195937,0,1,0
648,0,19,1,0,2,0,1,22101,0,0,0
501,1,40,5,114655,1,0,0,126535,0,1,0
683,0,42,4,148283,1,1,1,44692,1,0,0
619,0,38,1,0,1,1,0,112442,1,0,1
705,0,35,3,0,2,0,1,66331,0,0,0
638,0,53,1,123916,1,1,0,16657,1,1,0
710,0,31,1,0,2,1,0,20081,0,0,0
590,0,54,4,0,2,1,1,93820,1,0,0
725,1,43,2,165896,2,1,0,130795,0,0,0
638,0,32,0,0,2,1,0,160129,0,0,0
791,1,36,6,111168,1,1,1,189969,0,0,0
702,0,40,1,103549,1,0,0,9712,1,0,0
607,0,32,6,0,2,0,0,196062,0,0,0
535,1,30,6,103804,1,1,1,125710,0,0,0
651,1,45,2,165901,2,1,0,23054,1,0,0
506,1,59,8,119152,2,1,1,170679,0,1,0
511,0,57,8,122950,1,1,1,181258,0,0,1
757,0,51,1,0,1,1,1,22835,1,0,0
768,1,49,1,133384,1,1,0,102397,1,1,0
757,1,32,9,0,2,1,0,115950,0,0,0
663,1,64,6,0,2,0,1,15876,0,0,1
537,0,37,7,158411,4,1,1,117690,1,1,0
570,1,29,4,122028,2,1,1,173792,0,1,0
850,0,35,5,0,1,1,1,80992,0,0,0
661,0,64,8,128751,2,1,0,189398,1,1,0
659,1,54,8,133436,1,1,0,56787,0,0,0
454,1,40,2,123177,1,1,0,148309,0,0,1
708,0,59,2,0,1,1,0,179673,1,0,0
720,0,37,2,120328,2,1,1,138470,0,0,0
785,0,39,1,130147,1,1,0,163798,1,0,0
743,0,36,8,92716,1,1,1,33693,0,0,1
493,0,48,7,0,2,1,0,48545,0,0,1
557,1,34,3,0,1,0,1,123427,0,0,1
850,1,40,1,76914,1,1,0,174183,0,0,0
799,0,32,3,106045,2,1,1,17938,0,0,0
756,1,34,1,103133,1,1,1,90059,0,0,0
752,1,38,0,145974,2,1,1,137694,0,0,0
696,0,36,3,0,3,1,0,65039,0,0,1
630,0,49,1,0,2,0,1,162858,0,0,1
659,0,38,9,0,2,1,1,35701,0,0,1
685,1,39,9,0,2,1,1,18826,0,0,1
599,0,31,3,0,1,1,1,130086,1,0,1
559,0,31,1,139183,1,0,1,143360,0,0,1
615,1,19,5,0,2,1,0,159920,0,0,1
580,0,36,3,74974,1,1,1,12099,0,1,0
487,1,44,6,61691,1,1,1,53087,0,0,1
646,0,35,1,121952,2,1,1,142839,0,1,0
811,0,35,7,0,1,1,1,178,0,0,0
526,1,35,5,0,2,1,1,105618,0,0,1
767,1,37,7,0,2,1,1,24734,0,0,1
548,0,33,1,80107,2,0,1,82245,0,0,0
737,0,45,2,0,2,0,1,177695,0,0,1
613,1,40,1,147856,3,0,0,107961,1,1,0
711,1,36,8,0,2,1,0,55207,0,0,1
850,0,53,7,65407,2,0,0,182633,1,0,1
752,0,53,8,114233,1,1,1,51587,0,0,0
710,0,37,5,0,2,1,0,115403,0,0,0
664,0,53,7,187602,1,1,0,186392,1,0,1
510,0,22,3,156834,1,0,0,44374,0,0,0
577,0,34,2,0,2,1,1,84033,0,0,0
529,1,42,1,157498,1,1,1,82276,0,0,0
757,0,44,9,0,2,1,0,177528,0,0,1
691,1,41,2,0,1,1,1,56850,1,0,0
621,1,34,8,0,1,0,0,47972,0,0,1
709,1,35,2,0,2,1,0,104982,0,0,1
756,1,19,4,130274,1,1,1,133535,0,0,1
788,0,41,6,0,1,1,1,25571,0,0,0
705,0,39,5,149379,2,1,0,96075,0,0,0
483,1,29,9,0,1,1,1,81634,0,0,0
719,1,35,1,100829,1,1,1,165008,0,0,1
793,0,32,1,96408,1,1,1,138191,0,1,0
593,1,41,6,0,2,1,1,99136,0,0,0
551,1,52,1,0,1,0,0,63584,1,0,0
690,1,39,6,0,2,1,0,160532,0,0,0
823,1,71,5,149105,1,0,1,162683,0,0,0
512,1,39,3,0,1,1,0,134878,0,0,1
802,1,41,5,0,2,1,1,134626,0,0,1
450,0,34,2,0,2,1,0,175480,0,0,1
651,1,41,1,90218,1,1,0,174337,0,1,0
697,0,33,1,87347,1,1,0,172524,0,0,0
611,1,28,2,0,2,0,0,25395,0,0,0
643,0,33,0,137811,1,1,1,184856,0,0,0
822,1,37,3,105563,1,1,0,182624,0,0,0
632,1,38,4,0,2,0,0,192505,0,0,0
575,0,26,7,0,2,1,0,112507,0,0,1
672,1,31,6,91125,1,1,0,177295,0,0,0
517,1,39,3,0,2,0,1,12465,0,0,1
621,1,39,8,0,2,1,0,36122,0,0,1
775,0,77,6,135120,1,1,0,37836,0,1,0
600,1,29,8,0,2,0,1,34747,0,0,0
640,1,28,7,0,2,1,1,131097,0,0,0
752,0,36,1,86837,1,1,1,105280,0,0,0
613,1,26,4,100446,1,0,1,149653,0,0,0
484,0,32,3,0,2,1,1,139390,0,0,0
511,0,33,3,0,2,1,0,132436,0,0,0
745,0,32,2,0,4,0,1,179705,1,0,0
786,0,32,6,114512,1,1,0,15796,0,0,1
727,1,35,5,136364,1,0,0,142754,0,0,0
622,1,31,5,106260,1,1,1,2578,0,0,0
794,1,24,10,146126,1,1,1,88992,0,0,0
636,1,52,4,111284,1,0,1,32936,1,0,1
741,0,42,9,121056,2,1,0,39122,0,0,1
687,1,34,5,128270,1,1,0,191092,0,0,0
660,1,30,4,0,2,1,0,129149,0,0,1
660,1,35,7,0,2,1,0,13218,0,0,0
617,0,79,7,0,1,1,1,160589,0,0,0
762,1,32,10,191775,1,1,0,179657,0,0,0
752,0,35,2,0,1,1,0,44335,1,0,1
561,1,34,4,85141,2,1,1,29217,0,0,1
609,1,26,10,126392,1,0,1,43651,0,0,0
803,1,28,3,0,2,1,0,159654,0,0,0
556,0,40,9,129860,1,0,0,17992,0,0,0
531,0,53,5,127642,1,1,0,141501,1,0,0
411,0,35,2,0,2,1,1,93825,0,0,0
587,0,44,5,125584,2,1,1,41852,1,1,0
683,1,56,7,50911,3,0,0,97629,1,0,1
654,1,29,2,91955,1,1,0,37065,0,0,0
670,0,36,2,84266,2,0,0,38614,0,1,0
655,0,36,2,147149,1,1,1,87816,0,0,0
752,0,36,7,0,2,1,0,184866,0,0,0
534,0,23,5,104822,1,0,1,160176,0,0,0
635,1,42,1,146766,2,0,1,164357,0,0,0
491,1,70,6,148745,2,1,1,17818,0,1,0
516,1,27,9,0,1,1,0,142680,1,0,0
530,0,48,0,0,1,1,0,85081,0,0,0
687,1,35,3,0,2,1,1,176450,0,0,1
684,0,41,6,135203,2,1,1,121967,0,0,0
706,1,23,2,93301,2,0,1,127187,0,1,0
490,1,33,5,96341,2,0,0,108313,0,1,0
796,1,44,8,165326,1,1,1,57205,0,0,0
849,1,27,0,0,2,0,1,157891,0,0,0
779,0,41,10,99786,1,1,0,86927,0,0,0
794,0,22,4,114440,1,1,1,107753,0,0,1
748,1,36,4,141573,1,1,0,82158,0,0,1
663,0,22,9,0,1,1,0,29135,1,0,1
645,0,55,1,133676,1,0,1,17095,0,0,1
464,0,33,10,147493,2,1,0,100447,0,0,0
737,1,54,9,0,1,1,0,83470,1,0,0
590,0,29,4,0,2,1,0,121846,0,0,0
522,0,37,3,95022,1,1,1,129107,0,1,0
648,0,34,3,0,1,1,0,54726,0,0,0
754,1,37,6,0,1,1,1,116141,0,0,0
669,1,50,4,149713,3,1,1,124872,1,0,0
648,0,43,1,107963,1,0,0,186438,1,1,0
763,1,40,3,0,2,1,0,134281,0,0,0
790,1,32,3,0,1,1,0,91044,0,0,1
581,1,37,7,0,2,1,1,74320,0,0,0
703,1,43,8,0,2,1,0,9704,0,0,0
571,0,33,9,102017,2,0,0,128600,0,0,0
657,0,27,8,0,2,0,0,6468,0,0,1
737,1,44,7,0,2,0,0,57898,0,0,0
793,1,29,8,96674,2,0,0,192120,0,0,1
783,0,44,3,81811,1,1,0,164213,1,0,1
751,1,33,4,79281,1,1,0,117547,0,0,1
579,1,31,6,0,2,1,0,26149,0,0,0
655,0,36,10,122314,1,1,0,9181,0,1,0
614,1,43,8,140733,1,1,1,166588,0,1,0
678,1,49,2,116933,1,1,0,195053,1,1,0
562,1,41,5,165445,2,1,0,85787,0,0,1
711,0,53,5,123805,1,1,0,102428,0,1,0
620,1,37,0,107548,1,1,0,71175,0,0,0
437,1,49,9,111634,2,0,1,166440,0,0,0
691,0,41,8,109153,3,1,1,148848,1,1,0
552,0,34,4,0,2,1,0,140286,0,0,1
765,1,34,5,86055,2,1,1,104220,0,1,0
707,0,51,10,98438,1,0,0,70778,1,1,0
764,1,29,5,0,2,1,0,65868,0,0,1
585,0,32,8,144705,2,0,0,171482,0,0,0
784,1,31,7,0,2,1,1,143204,0,0,0
605,1,41,5,91612,1,1,1,28427,0,0,0
699,1,40,2,0,1,1,0,78387,0,0,1
544,0,40,7,0,1,0,1,161076,0,0,0
803,0,32,9,192122,1,1,1,54277,1,0,0
735,1,41,7,179904,1,1,1,137180,0,0,0
673,1,59,0,178058,2,0,1,21063,1,0,0
652,1,30,2,176166,2,1,1,152210,0,0,0
694,1,42,3,156864,2,0,0,88890,0,0,0
741,0,44,7,0,2,1,1,190534,0,0,0
590,1,30,3,0,2,1,0,83090,0,0,1
809,0,33,3,0,2,0,1,141426,0,0,1
523,1,34,2,161588,1,1,1,51358,0,0,0
540,1,48,2,109349,1,1,0,88703,1,0,0
596,0,29,6,0,2,1,0,116696,0,0,1
597,0,36,9,0,2,1,1,7156,0,0,0
407,1,37,1,0,1,1,1,49161,1,0,1
748,1,60,0,152335,1,1,0,126743,1,0,0
562,0,51,1,124662,1,1,1,65390,1,0,0
734,0,47,10,91522,2,1,1,138835,0,1,0
710,1,45,1,0,2,1,1,36154,0,0,0
539,0,39,6,62052,1,0,1,59755,0,0,1
542,1,32,7,107871,1,1,0,125302,0,0,0
717,0,36,2,99472,2,1,0,94274,1,0,0
682,0,50,10,128039,1,1,1,102260,0,0,1
515,1,33,2,0,2,1,1,136028,0,0,0
526,0,33,8,114634,2,1,0,110114,1,0,1
702,1,26,5,56738,2,1,1,100442,1,0,0
651,1,34,2,90355,2,0,0,193597,0,1,0
792,1,36,5,115725,2,0,0,1871,0,1,0
817,1,58,3,114327,2,1,1,42831,0,1,0
674,0,36,6,100762,1,1,0,182156,0,1,0
641,0,40,9,0,1,0,0,151648,1,0,0
513,1,39,7,89039,2,1,1,146738,0,0,1
561,1,34,1,78829,1,1,1,12148,0,0,0
627,1,30,6,112372,1,1,1,118029,0,1,0
682,1,81,6,122029,1,1,1,50783,0,1,0
683,0,29,0,157829,1,0,0,129891,0,0,0
420,0,31,1,108377,2,1,1,9904,0,1,0
670,0,54,2,95507,1,1,1,63213,0,0,0
505,1,43,6,127146,1,0,0,137565,0,1,0
580,1,24,1,133811,1,1,0,17185,1,1,0
577,1,36,3,121092,2,0,1,143783,0,0,0
773,1,34,10,126979,1,0,0,36823,0,1,0
616,1,37,5,144235,2,0,0,154957,1,0,0
763,0,38,0,152582,2,0,0,31892,0,0,0
640,1,43,9,172478,1,1,0,191084,1,0,1
592,1,36,1,126477,1,0,0,179718,0,0,0
528,1,43,7,97473,2,1,1,159823,0,0,1
630,1,53,5,138053,1,0,1,114110,0,0,0
529,0,31,2,164003,2,1,1,60993,0,0,0
546,0,47,8,0,1,1,1,66408,1,0,0
753,0,62,6,0,2,1,1,136398,0,0,0
772,0,39,4,122486,2,1,1,140709,0,0,1
567,1,36,1,0,2,0,0,8555,0,0,0
628,0,45,6,53667,1,1,0,115022,0,1,0
658,1,20,7,0,2,0,0,187638,0,0,0
679,1,58,9,109327,1,1,1,3829,0,0,1
629,1,34,1,121151,1,0,0,119357,0,0,1
731,1,42,9,101043,1,1,1,192175,0,0,1
775,1,33,3,83501,2,1,0,128841,0,1,0
660,1,33,2,80462,1,0,0,150422,0,0,1
752,1,39,3,0,1,1,0,188187,0,0,0
655,1,37,6,109093,2,1,0,1775,0,0,0
543,0,46,5,140355,1,1,1,85086,0,0,1
811,1,42,10,0,2,1,1,3797,0,0,0
689,1,45,0,130170,2,1,0,150856,0,1,0
531,0,42,2,0,2,0,1,90537,0,0,0
515,1,40,0,109542,1,1,1,166370,0,0,0
466,0,41,3,33563,2,1,0,178994,1,0,0
782,1,36,1,148795,2,1,1,195681,0,0,0
611,1,64,9,0,2,1,1,53277,0,0,0
621,1,40,8,174126,3,1,0,172490,1,1,0
604,1,41,3,0,1,0,0,11819,0,0,1
655,0,35,1,106405,1,1,1,82900,0,0,1
689,1,38,2,0,1,1,1,82709,0,0,1
681,1,30,2,128393,1,1,1,180593,0,0,1
643,1,41,2,127841,1,1,0,172363,0,1,0
617,0,24,4,137295,2,1,1,91195,0,0,0
638,0,55,2,155828,1,0,1,108987,1,0,1
743,1,39,6,0,2,1,0,44265,0,0,0
828,0,25,7,144351,1,1,0,116613,0,1,0
776,1,35,8,106365,1,1,1,148527,0,0,1
540,1,35,7,127801,1,0,1,84239,0,1,0
616,0,45,4,122793,1,1,1,62002,0,1,0
628,1,38,10,113525,1,1,0,46044,1,1,0
667,0,23,6,136100,2,0,0,169669,1,0,1
615,1,30,7,0,2,1,1,156346,0,0,0
543,1,30,4,140916,1,1,0,157711,0,0,0
553,0,31,4,0,2,1,1,89087,0,0,0
554,1,26,4,121365,1,1,1,8742,0,1,0
684,0,36,4,0,1,1,0,117038,0,0,1
452,0,35,7,0,2,1,0,164241,0,0,0
606,1,47,3,93578,2,0,1,137720,1,0,0
629,1,40,9,0,1,1,0,106,0,0,0
659,0,33,8,115409,1,0,1,1539,0,0,1
493,0,33,8,90791,1,1,1,59659,0,0,0
794,0,62,9,123681,3,1,0,173586,1,0,0
554,0,44,6,92436,1,1,0,126033,0,0,0
796,0,52,9,167194,1,1,1,62808,1,1,0
807,0,36,4,0,2,0,1,147007,0,0,0
500,1,44,9,160838,2,1,0,196261,0,1,0
722,1,43,1,0,1,1,0,44560,1,0,1
559,0,40,7,144470,1,1,1,18917,0,0,1
584,0,38,3,0,2,1,1,4525,0,0,1
834,0,68,9,130169,2,0,1,93112,0,1,0
754,1,35,4,0,2,1,1,9658,0,0,1
590,1,43,7,81076,2,1,1,182627,1,0,0
740,1,36,7,0,1,1,1,13177,0,0,0
502,0,57,3,101465,1,1,0,43568,1,1,0
733,1,48,5,0,1,0,1,117830,0,0,0
755,0,37,0,113865,2,1,1,117396,0,1,0
554,0,46,7,87603,3,0,1,96929,1,0,1
534,1,36,4,120037,1,1,0,36275,0,0,0
656,1,33,4,0,2,1,0,116706,0,0,1
575,1,49,7,121205,4,1,1,168080,1,1,0
480,1,47,8,75408,1,1,0,25887,1,0,1
575,1,40,5,0,2,1,1,122488,0,0,0
672,0,40,3,0,1,1,0,113171,1,0,0
758,0,35,5,0,2,0,0,100365,0,0,1
682,1,50,6,121818,2,0,1,124151,0,0,0
501,0,29,8,0,2,1,0,112664,0,0,0
746,1,34,6,141806,2,1,1,183494,0,1,0
556,0,51,8,61354,1,1,0,198810,1,0,0
823,0,53,4,124954,1,0,1,131259,1,1,0
491,0,68,1,95039,1,0,1,116471,1,1,0
638,0,29,9,103417,1,1,1,15336,0,0,0
734,1,45,2,0,2,1,0,99593,0,0,0
555,1,40,10,43028,1,1,0,170514,0,0,0
745,0,44,0,119638,1,1,1,34265,1,1,0
728,1,37,3,122689,2,0,0,106977,1,0,0
626,1,44,10,0,2,0,0,164287,0,0,0
681,1,37,8,73179,2,1,1,25292,0,1,0
478,0,38,4,171913,1,1,0,51820,1,0,0
709,1,38,5,0,2,1,1,81452,0,0,0
562,1,33,8,92659,2,1,0,1354,0,1,0
769,0,34,7,137239,1,1,1,71379,1,1,0
684,0,46,3,102955,2,1,0,154137,0,1,0
536,0,61,8,65190,1,1,1,64308,1,0,0
631,0,29,2,96863,2,1,1,31613,0,1,0
657,1,34,5,154983,1,1,0,27738,0,0,1
699,1,59,3,106819,1,0,1,163570,0,1,0
606,1,38,7,128578,1,1,1,193878,0,0,1
612,0,63,2,126473,1,0,1,147545,0,0,0
660,0,38,5,110570,2,1,0,195906,0,0,0
829,1,50,7,0,2,0,1,178458,0,0,1
567,1,29,8,0,2,1,0,156125,0,0,1
850,0,33,3,0,2,1,1,11159,0,0,0
712,0,44,2,0,2,0,0,45738,0,0,1
562,1,30,3,111099,2,0,0,140650,0,0,0
755,0,29,3,0,3,1,0,4733,0,0,0
793,1,25,3,100913,1,0,0,10579,0,0,1
471,1,26,8,0,2,1,1,179655,0,0,1
707,1,42,2,16893,1,1,1,77502,0,0,0
784,1,38,10,122267,1,0,0,145759,0,0,1
703,1,32,1,125685,1,1,1,56246,0,0,0
704,1,36,8,127397,1,1,0,151335,0,0,1
662,1,38,0,105271,1,0,1,179833,0,0,0
636,0,28,2,115265,1,0,0,191627,0,1,0
640,1,36,4,0,1,0,0,173016,0,0,1
739,1,31,1,0,2,1,1,58469,0,0,1
767,1,23,2,139542,1,0,1,28038,0,1,0
753,0,46,3,111512,3,1,0,159576,1,1,0
714,1,37,9,148466,2,0,1,151280,0,0,0
707,1,29,4,0,2,1,0,139953,0,0,0
577,0,35,4,108155,1,1,0,105407,0,0,0
633,0,42,1,0,2,1,0,56865,0,0,0
849,1,41,10,84622,1,1,1,198072,0,1,0
614,0,41,7,146997,2,0,0,137791,0,0,1
558,0,47,9,0,2,1,0,103787,0,0,0
832,0,27,10,98590,1,1,0,30912,0,0,0
567,0,26,2,0,2,1,1,78651,0,0,0
587,0,45,8,134980,1,1,1,123309,1,1,0
712,0,79,5,108078,1,1,1,174118,0,0,1
655,0,29,9,0,2,0,1,85736,0,0,1
641,0,42,6,0,2,0,0,121138,0,0,0
676,1,35,5,106836,2,1,0,84199,0,0,0
472,1,29,8,102490,1,0,1,181224,0,0,0
644,1,34,9,112746,2,0,0,141230,0,1,0
598,1,38,0,125487,1,0,0,158111,0,0,0
792,1,25,8,142862,1,1,1,130639,0,0,1
700,0,37,7,0,2,1,0,17040,0,0,0
616,1,34,10,0,2,1,0,25662,0,0,0
743,1,35,6,79388,1,1,1,193360,0,0,1
427,1,37,5,0,2,1,1,121485,0,0,0
731,1,29,10,0,2,1,1,162452,0,0,0
610,0,31,6,107784,1,1,1,141137,0,0,0
724,0,41,4,142880,3,0,0,185541,1,0,1
653,0,38,9,149571,1,1,0,118383,0,0,1
774,1,49,1,142767,1,1,1,8214,0,0,0
547,1,49,8,121537,2,1,0,46521,1,1,0
719,1,50,2,0,2,0,0,10772,0,0,1
740,1,43,9,0,1,1,0,199290,1,0,1
543,1,42,4,89838,3,1,0,85983,1,0,0
688,1,45,9,103399,1,0,0,129870,0,1,0
474,0,30,9,0,2,0,0,63158,0,0,0
505,1,43,5,136855,2,1,0,171070,0,1,0
688,0,39,0,0,2,1,0,53222,1,0,0
650,0,55,2,140891,3,1,1,179834,1,1,0
610,1,37,0,0,1,1,0,114514,0,0,0
705,0,46,5,89364,1,0,1,139162,0,0,1
669,0,29,7,146011,1,0,0,50249,0,0,0
650,1,20,8,0,2,1,1,113469,0,0,1
550,1,29,9,145294,2,1,0,147484,0,1,0
595,0,45,9,106000,1,0,0,191448,1,1,0
572,0,26,5,0,2,1,0,119381,0,0,1
622,0,58,2,0,2,1,1,33277,0,0,1
662,1,20,9,104508,2,0,0,73107,0,0,1
783,0,58,3,127539,1,1,1,96590,1,1,0
714,1,44,7,0,1,0,1,6923,0,0,1
671,1,51,3,96891,1,1,0,176403,1,1,0
600,0,32,1,78535,1,1,0,64349,0,0,0
847,0,37,9,112712,1,1,0,116097,0,0,1
650,1,55,9,119618,1,1,1,29861,0,0,1
710,0,28,6,0,1,1,0,48426,0,0,1
682,0,33,8,74963,1,1,1,32770,0,0,0
642,1,26,1,138023,2,0,1,117060,0,0,0
536,0,28,4,0,1,1,1,136197,0,0,1
754,0,47,1,185513,1,1,0,27438,0,0,0
678,1,60,8,185648,1,0,0,192156,1,0,0
533,0,49,1,102286,3,1,0,69409,1,1,0
741,1,38,4,128015,1,1,0,58440,0,1,0
757,1,31,10,39539,2,0,0,192519,0,0,0
721,1,40,3,0,1,1,1,144874,0,0,0
700,1,37,3,77608,2,1,1,175373,0,0,0
663,1,26,5,141462,1,1,0,440,0,0,0
677,0,35,0,0,2,0,0,76637,0,0,1
655,1,27,2,131691,1,1,0,49480,0,0,0
832,1,29,8,93833,1,0,1,10417,0,0,1
721,0,46,7,137933,1,1,1,67976,0,0,1
542,1,54,8,105770,1,0,1,140929,1,0,1
654,0,54,5,0,2,0,1,47139,0,0,1
821,0,38,8,0,2,0,1,126241,1,0,1
508,0,38,3,166328,2,0,1,22614,0,0,0
588,0,42,2,164307,1,1,0,48498,0,1,0
691,1,38,9,163965,2,0,1,103511,0,1,0
664,1,40,7,125608,1,1,0,122073,0,0,0
439,0,66,9,0,1,1,0,65535,0,0,0
479,1,37,6,118433,1,0,1,160060,0,0,1
850,0,55,10,98488,1,1,0,155879,1,0,0
518,1,40,4,0,2,0,1,194416,0,0,0
717,0,64,10,98362,2,1,1,21630,0,1,0
698,0,51,6,144237,4,1,0,157143,1,0,0
850,1,34,6,0,1,0,1,52796,0,0,0
700,1,47,4,0,1,1,0,121798,1,0,1
626,0,29,4,105767,2,0,0,41104,0,0,0
774,1,32,9,0,2,1,0,10604,0,0,1
719,0,48,5,0,2,0,0,78563,0,0,1
646,1,31,2,0,1,1,1,170821,1,0,1
485,0,25,3,134467,1,1,1,113266,0,0,0
784,1,38,1,138515,1,1,1,171768,0,1,0
850,1,32,2,128647,2,0,0,54416,0,1,0
669,0,38,9,121858,1,1,0,130755,0,0,0
731,1,70,3,0,2,1,1,141180,0,0,1
721,0,49,1,120108,1,0,1,183421,0,0,0
515,0,37,0,196853,1,1,1,132770,0,0,0
774,0,35,3,121418,1,1,1,24400,0,0,0
585,1,36,10,0,2,1,1,180318,0,0,1
695,0,29,9,0,2,1,0,111565,0,0,0
729,0,42,4,97495,2,0,0,2002,0,1,0
713,0,42,3,0,2,0,0,82565,0,0,0
555,1,33,5,127343,1,0,1,121789,0,0,1
699,0,50,0,158633,1,1,0,193785,0,0,1
587,1,55,9,0,1,1,0,64593,0,0,0
762,0,69,9,183744,1,1,1,196993,0,0,1
510,1,44,6,0,2,1,1,175518,0,0,0
842,1,46,9,0,1,0,0,17268,0,0,1
608,1,31,7,79962,2,1,0,60901,0,0,0
850,0,36,10,0,2,1,1,100750,0,0,0
642,1,36,4,0,2,1,1,195224,0,0,0
850,1,33,7,140956,1,0,0,3510,0,0,0
455,0,43,6,0,1,1,1,81250,0,0,1
726,1,29,7,0,2,1,1,91844,1,0,0
544,1,30,8,145241,1,1,1,80676,0,0,1
651,1,31,7,138008,2,1,0,129912,0,1,0
814,0,31,4,0,2,1,1,142029,0,0,0
537,1,39,2,0,2,1,1,137651,0,0,0
553,1,37,2,0,2,1,0,33877,0,0,0
800,1,38,9,0,1,1,0,78744,0,0,1
791,1,34,7,0,2,1,0,96734,0,0,0
699,0,29,9,127570,2,1,0,164756,0,0,1
756,0,28,6,0,1,1,1,164394,0,0,0
591,0,27,5,107812,1,0,1,162501,1,0,1
850,1,22,7,91560,2,0,0,10541,0,1,0
760,1,34,6,121303,2,1,1,59325,0,1,0
569,1,43,8,161546,2,0,1,178187,0,0,1
661,0,35,5,128415,1,1,0,142626,0,0,1
670,0,31,2,57530,1,1,1,181893,1,0,0
694,1,38,1,0,2,0,1,156858,0,0,0
728,0,28,4,142243,2,1,0,33074,0,0,0
764,0,39,9,138341,1,1,0,50072,1,1,0
639,1,32,9,0,2,1,0,111340,0,0,0
683,0,30,2,0,2,0,1,100496,1,0,0
663,1,30,4,0,3,1,0,101371,0,0,1
826,1,41,5,146466,2,0,0,180934,0,0,1
735,1,36,5,0,2,1,0,105152,0,0,1
682,0,58,1,0,1,1,1,706,0,0,0
663,0,39,8,0,2,1,1,101168,0,0,0
562,0,29,9,120307,1,1,1,6795,0,0,1
696,1,27,4,87637,2,0,0,196111,0,0,0
850,1,38,2,94652,1,1,1,171960,0,0,1
719,0,22,7,114415,1,1,1,177497,0,0,0
804,0,71,8,0,2,0,1,147995,0,0,0
604,1,40,1,84315,1,0,0,36209,0,0,0
782,0,27,3,0,2,1,0,143614,0,0,1
512,1,42,9,93955,2,1,0,14828,0,1,0
569,1,36,1,67087,1,1,0,154775,0,0,0
597,0,22,6,101528,1,1,0,70529,1,1,0
753,1,30,1,110824,1,1,1,57896,0,1,0
430,0,33,8,0,1,1,1,69759,0,0,0
756,1,28,8,179960,1,1,0,89938,0,0,0
493,1,38,3,134006,1,1,0,89578,0,0,0
777,0,37,10,121532,2,1,1,73464,0,1,0
779,0,38,7,0,2,1,1,138542,0,0,1
