CreditScore,Gender,NumOfProducts,HasCrCard,EstimatedSalary,Exited,Geography_Spain,Geography,Balance_Is_Zero,Balance_Salary_Ratio,IsActive_x_NumProducts,Tenure_Per_Age,Age_Squared,Germany_x_Balance
386,0,1,1,62514.65,1,1,Spain,0,2.110752587552077,1,0.018518518518518517,2809,0.0
684,0,1,0,177506.66,0,1,Spain,0,0.7558944780185823,0,0.023809523809523808,1681,0.0
635,0,2,1,90605.05,0,1,Spain,1,0.0,0,0.02564102564102564,1444,0.0
582,1,2,1,132029.95,0,0,France,1,0.0,2,0.06451612903225806,900,0.0
613,1,1,1,176903.35,0,1,Spain,1,0.0,1,0.25,361,0.0
795,0,1,1,29239.29,1,0,Germany,0,3.2266759324206427,0,0.15789473684210525,3136,94348.94
659,0,1,0,153662.88,0,0,France,0,1.0124969511377688,1,0.06060606060606061,1024,0.0
745,0,2,1,154389.18,0,0,France,1,0.0,0,0.20689655172413793,784,0.0
604,0,2,1,166224.39,0,1,Spain,1,0.0,2,0.23809523809523808,1681,0.0
509,1,1,1,21646.2,0,0,Germany,0,7.883766491740271,1,0.2727272727272727,1024,170661.47
706,0,1,1,171037.63,0,0,Germany,0,1.0848096713590374,0,0.2,841,185544.36
619,0,1,1,112649.22,1,1,Spain,0,0.4689838155664498,1,0.13333333333333333,1936,0.0
572,1,3,1,193014.26,1,0,Germany,0,0.5064370039964716,3,0.15384615384615385,2601,97750.07
695,1,2,1,118120.88,0,0,France,0,0.965168349843399,0,0.16216216216216217,1296,0.0
543,0,1,1,25650.04,0,0,France,0,4.066453835789894,1,0.013888888888888888,5041,0.0
640,0,2,1,113048.79,0,0,France,0,0.7493966154205153,2,0.17647058823529413,1089,0.0
672,1,2,1,87372.49,0,0,France,1,0.0,0,0.05,1521,0.0
701,1,1,0,146651.99,0,0,France,0,0.9562503976223057,1,0.225,1521,0.0
634,1,2,1,8227.91,0,1,Spain,1,0.0,2,0.34615384615384615,625,0.0
531,0,2,0,57034.35,0,1,Spain,0,1.3202838239793393,0,0.13953488372093023,1764,0.0
699,1,2,1,93003.21,0,0,France,1,0.0,0,0.03571428571428571,729,0.0
605,0,1,1,165574.54,1,0,France,0,0.6327071015441049,1,0.17307692307692307,2601,0.0
534,0,1,1,13566.48,1,0,France,1,0.0,0,0.14,2401,0.0
449,0,1,0,82796.29,0,1,Spain,0,1.3731488071650655,0,0.03125,961,0.0
684,0,1,1,119830.08,0,1,Spain,0,1.453549362986631,0,0.13513513513513514,1296,0.0
622,1,1,0,72155.85,1,0,Germany,0,1.604369647510943,0,0.20930232558139536,1764,115766.26
714,0,2,1,62762.12,0,0,France,1,0.0,0,0.0,1600,0.0
712,0,2,1,183235.33,0,1,Spain,1,0.0,0,0.16326530612244897,2304,0.0
783,0,2,1,105206.48,0,0,France,0,1.1521604737609912,2,0.0684931506849315,5184,0.0
743,1,3,1,22512.44,1,0,Germany,0,6.426258714794363,0,0.21739130434782608,2025,144677.19
683,1,1,1,122305.91,0,0,France,0,0.9431243909277081,1,0.13513513513513514,1296,0.0
654,1,1,1,173617.09,0,1,Spain,0,0.6087132395017133,0,0.12195121951219512,1600,0.0
700,1,1,1,160670.37,0,0,France,0,0.8413414910198376,0,0.02631578947368421,1369,0.0
744,1,1,1,158958.9,0,1,Spain,0,0.7395024153890384,0,0.0,961,0.0
645,1,2,1,93073.04,0,0,Germany,0,1.6911699545866925,0,0.038461538461538464,625,157404.02
525,1,1,1,67238.01,0,1,Spain,0,1.1587057870126285,0,0.08108108108108109,1296,0.0
732,1,1,0,172576.56,0,0,France,0,0.6428582024221458,0,0.0,625,0.0
721,0,2,1,122580.48,0,0,France,1,0.0,2,0.17073170731707318,1600,0.0
622,1,1,1,149043.78,0,0,France,0,1.2030283113571638,1,0.15151515151515152,1024,0.0
654,1,2,1,105218.45,0,0,Germany,0,1.4312333888838993,2,0.15625,961,150593.59
529,0,1,1,78463.99,1,0,France,0,1.5779758590423576,1,0.0,1849,0.0
720,0,2,1,160849.43,1,1,Spain,1,0.0,2,0.1,3481,0.0
850,0,2,1,87834.24,0,0,Germany,0,0.7899468368276786,0,0.3076923076923077,625,69385.17
667,1,1,1,166317.71,0,0,Germany,0,0.8299255688070212,0,0.07142857142857142,729,138032.15
620,1,2,1,137309.06,0,0,France,1,0.0,2,0.07142857142857142,1681,0.0
616,1,1,1,166984.44,0,0,France,1,0.0,1,0.3,841,0.0
637,0,1,1,166996.46,1,0,Germany,0,0.8592994168893348,0,0.0425531914893617,2116,143500.82
710,0,1,1,188022.44,0,1,Spain,0,0.6364641557456878,0,0.1,841,0.0
717,1,1,0,194467.23,0,1,Spain,0,0.5096294135036864,0,0.029411764705882353,1089,0.0
786,1,2,1,125449.47,0,0,Germany,0,0.9576333193490626,2,0.08,576,120135.55
651,0,1,1,137452.57,0,0,France,1,0.0,0,0.2,1521,0.0
530,0,1,0,123475.88,1,0,France,0,0.9791714043957055,1,0.07142857142857142,3025,0.0
815,0,3,0,38941.44,1,1,Spain,1,0.0,0,0.08620689655172414,3249,0.0
715,0,1,0,177852.57,1,0,Germany,0,0.5750658814439317,0,0.2571428571428571,1156,102277.52
496,0,1,1,31532.96,1,0,Germany,0,3.9732570853771616,1,0.07142857142857142,3025,125292.53
680,1,1,1,136377.21,0,1,Spain,1,0.0,0,0.0,1764,0.0
646,0,1,0,130541.1,0,0,France,0,0.7785174284770966,0,0.07692307692307693,2601,0.0
807,1,1,1,65636.92,0,0,Germany,0,2.619480781840741,1,0.020833333333333332,2209,171937.27
727,1,2,1,193305.35,0,0,France,1,0.0,0,0.14583333333333334,2209,0.0
787,1,2,1,47307.9,0,0,France,1,0.0,0,0.19230769230769232,625,0.0
806,1,2,0,100809.99,0,0,France,1,0.0,0,0.17142857142857143,1156,0.0
603,1,1,1,109145.2,0,0,France,0,1.1887152278320272,0,0.03125,961,0.0
649,1,1,0,91167.19,1,1,Spain,1,0.0,1,0.030303030303030304,1024,0.0
547,1,1,1,175295.89,1,0,Germany,0,0.8624871211348928,0,0.07142857142857142,1681,151191.31
684,1,2,1,127433.47,0,0,Germany,0,0.8053561175402543,2,0.09090909090909091,1024,102630.13
477,0,2,1,71167.17,1,0,France,0,1.6021718698120242,2,0.15517241379310345,3249,0.0
558,1,1,1,111184.67,0,0,Germany,0,1.1172945218569983,1,0.047619047619047616,1681,124227.14
695,0,2,1,141756.32,0,0,France,1,0.0,2,0.041666666666666664,529,0.0
592,1,1,1,72678.75,1,1,Spain,0,1.1046427650067592,0,0.16666666666666666,1225,0.0
789,1,1,1,172832.9,0,0,France,0,1.015293585344079,1,0.125,961,0.0
597,0,1,1,158086.33,0,0,France,0,0.8358946286207757,0,0.03333333333333333,841,0.0
839,1,1,1,168184.62,1,0,Germany,0,0.814047419749679,1,0.041666666666666664,2209,136911.07
405,1,2,1,72950.14,0,0,Germany,0,1.827245879913597,2,0.15625,961,133299.67
658,1,2,1,48378.4,0,0,France,1,0.0,0,0.175,1521,0.0
684,1,1,1,23135.65,1,0,Germany,0,5.086777904320634,1,0.023255813953488372,1764,117691.0
633,1,2,1,65675.47,0,0,France,1,0.0,0,0.2777777777777778,1225,0.0
589,1,2,1,170676.67,0,0,France,1,0.0,0,0.19148936170212766,2116,0.0
750,0,2,1,27366.77,0,0,Germany,0,4.8670282598837975,2,0.02631578947368421,1369,133199.71
771,1,3,1,152479.64,1,1,Spain,0,0.8886805564299833,3,0.09615384615384616,2601,0.0
812,1,2,0,105383.49,0,0,Germany,0,1.2065735669451927,2,0.058823529411764705,1089,127154.14
539,1,2,1,48189.94,0,1,Spain,1,0.0,2,0.05,1521,0.0
670,0,3,1,100324.01,0,0,Germany,0,0.4934840275620207,3,0.11627906976744186,1764,49508.79
673,1,1,1,65657.29,0,0,France,1,0.0,1,0.11904761904761904,1681,0.0
538,0,1,0,17682.02,1,0,France,0,4.244268795714759,0,0.047619047619047616,3844,0.0
575,1,1,0,111342.66,1,1,Spain,0,1.1129976327345446,0,0.1509433962264151,2704,0.0
682,1,2,0,134158.09,1,0,France,1,0.0,2,0.14285714285714285,1681,0.0
712,1,1,1,79176.09,1,0,France,0,1.9427283826672588,0,0.08823529411764706,1089,0.0
598,0,2,1,83103.46,0,1,Spain,1,0.0,2,0.125,1521,0.0
776,1,2,0,63908.86,0,1,Spain,1,0.0,2,0.1935483870967742,900,0.0
606,0,1,0,90896.04,0,1,Spain,0,0.7746983840177853,1,0.4166666666666667,529,0.0
686,1,1,1,76076.2,0,1,Spain,0,1.4654177598544638,1,0.1794871794871795,1444,0.0
850,1,1,0,103902.11,0,1,Spain,0,1.408465829367379,1,0.02564102564102564,1444,0.0
642,1,2,1,142223.94,0,0,France,0,1.1287823359250495,2,0.0136986301369863,5184,0.0
606,1,2,1,147533.09,0,0,Germany,0,0.8830112416730262,0,0.07142857142857142,729,130274.26
627,0,1,1,169156.64,0,0,France,0,0.5852116404556129,1,0.3181818181818182,441,0.0
850,1,2,1,141242.57,0,1,Spain,1,0.0,0,0.0,1296,0.0
850,1,2,1,149458.73,0,0,Germany,0,0.9489334016594301,2,0.2727272727272727,1024,141827.33
724,0,1,1,86950.72,0,0,France,0,1.2656960667368051,1,0.14634146341463414,1600,0.0
579,1,2,1,176925.69,0,0,France,1,0.0,2,0.13793103448275862,784,0.0
727,1,1,1,40357.39,0,1,Spain,1,0.0,0,0.034482758620689655,784,0.0
813,0,1,0,26687.22,1,0,Germany,0,3.675332787274685,1,0.16216216216216217,1296,98088.09
642,1,4,0,78702.98,1,0,France,0,1.5033200354035465,0,0.1836734693877551,2304,0.0
669,1,2,1,176163.74,0,1,Spain,1,0.0,0,0.43478260869565216,484,0.0
574,1,1,0,4896.11,1,0,Germany,0,20.37415945322854,0,0.01818181818181818,2916,99774.5
774,0,2,0,114899.13,0,0,France,1,0.0,0,0.12121212121212122,1024,0.0
735,0,3,0,92220.12,1,0,France,1,0.0,0,0.02564102564102564,1444,0.0
639,0,2,1,6251.3,0,1,Spain,0,21.401170769156952,0,0.2857142857142857,729,0.0
738,1,2,1,43018.82,1,1,Spain,1,0.0,0,0.044444444444444446,1936,0.0
835,1,2,1,27548.06,0,0,France,0,4.537116329921965,2,0.24242424242424243,1024,0.0
637,0,1,1,120454.2,0,1,Spain,0,1.3085577044411532,1,0.0,1936,0.0
589,1,1,0,133961.19,0,0,Germany,0,0.9413970464352666,1,0.10204081632653061,2304,126111.61
591,1,2,1,131753.97,0,0,France,0,1.2269090873763624,2,0.20930232558139536,1764,0.0
723,0,2,0,38019.74,0,0,France,0,3.7573427029563344,0,0.17073170731707318,1600,0.0
831,1,1,1,28144.07,1,0,Germany,0,3.9474401733589577,1,0.06666666666666667,1936,111100.98
733,1,1,1,45959.86,0,1,Spain,0,2.239261406335739,1,0.2222222222222222,1225,0.0
731,0,2,1,189528.72,0,0,France,1,0.0,0,0.16129032258064516,900,0.0
654,1,2,1,170481.98,0,0,France,1,0.0,0,0.20833333333333334,2209,0.0
828,1,2,1,94845.45,0,0,France,1,0.0,0,0.10526315789473684,1369,0.0
590,1,1,1,161253.08,0,1,Spain,0,0.7768213368616782,1,0.30434782608695654,484,0.0
657,1,1,1,115260.72,0,0,France,0,0.7157647829652377,1,0.10526315789473684,1369,0.0
531,0,2,1,60721.4,0,0,Germany,0,2.8943992661686626,2,0.03076923076923077,4096,175754.87
516,0,1,0,121365.45,0,0,France,0,0.9012979287109412,0,0.125,2209,0.0
561,1,2,0,101693.73,0,0,France,0,0.9876948392507655,2,0.02631578947368421,1369,0.0
682,0,2,1,54132.93,0,1,Spain,0,1.5351318479925622,2,0.0,2916,0.0
575,1,1,1,10666.05,0,1,Spain,1,0.0,1,0.2413793103448276,784,0.0
623,0,2,1,41227.67,0,0,France,1,0.0,0,0.13793103448275862,784,0.0
642,0,2,1,10712.82,0,0,France,1,0.0,0,0.17073170731707318,1600,0.0
779,0,1,0,98912.69,1,0,France,0,1.1655643420036195,0,0.04081632653061224,2304,0.0
671,0,2,1,197202.48,0,0,France,1,0.0,0,0.13953488372093023,1764,0.0
495,0,2,1,150720.39,0,0,France,0,0.9301779263049523,0,0.024390243902439025,1600,0.0
850,0,1,0,74780.13,0,0,France,0,1.4073783051954416,1,0.034482758620689655,784,0.0
630,1,2,0,79377.45,0,0,France,1,0.0,2,0.1568627450980392,2500,0.0
588,1,2,1,8763.87,0,0,France,1,0.0,2,0.030303030303030304,1024,0.0
562,1,1,0,177112.7,0,0,Germany,0,0.8034168446596734,1,0.08333333333333333,1225,142296.13
740,0,1,1,85016.64,1,1,Spain,0,1.1656090430174255,1,0.07017543859649122,3136,0.0
695,1,2,1,88689.4,0,0,France,0,1.9288377321559045,2,0.1724137931034483,784,0.0
589,0,2,0,95985.64,0,0,France,1,0.0,0,0.175,1521,0.0
607,0,1,1,166792.71,0,0,France,0,0.6146747380341862,1,0.03125,961,0.0
794,1,2,1,68730.91,0,0,France,1,0.0,2,0.16666666666666666,1225,0.0
580,1,1,0,146891.07,1,0,Germany,0,0.9761661742529736,0,0.2,1936,143391.07
644,0,2,0,148727.42,0,0,Germany,0,0.7128612675371659,0,0.17777777777777778,1936,106022.73
636,0,1,1,43134.58,0,1,Spain,1,0.0,0,0.02702702702702703,1296,0.0
599,1,2,1,40318.33,0,0,Germany,0,3.1984710559426457,2,0.08108108108108109,1296,128960.21
507,0,2,1,97633.93,0,0,France,1,0.0,0,0.05555555555555555,1225,0.0
682,0,2,1,65069.03,0,0,France,1,0.0,0,0.14285714285714285,2304,0.0
714,0,2,1,166335.0,0,0,France,1,0.0,0,0.28,576,0.0
696,0,1,1,121904.44,0,0,France,0,1.0372186015652787,0,0.3076923076923077,625,0.0
599,1,1,1,175235.99,0,1,Spain,1,0.0,1,0.0,2601,0.0
577,1,1,1,56185.05,0,0,France,0,2.2649990522558534,0,0.05263157894736842,1369,0.0
733,0,2,1,131625.14,0,1,Spain,1,0.0,0,0.15151515151515152,1024,0.0
647,0,1,1,152323.04,0,0,France,1,0.0,0,0.11764705882352941,1089,0.0
831,0,2,0,165840.94,0,0,France,1,0.0,0,0.05714285714285714,1156,0.0
543,1,1,1,176692.65,0,0,Germany,0,0.41586695390581385,1,0.1935483870967742,900,73481.05
679,1,1,1,121904.14,0,0,France,0,1.3167235606308314,0,0.2,1156,0.0
713,0,2,1,123663.63,0,0,Germany,0,1.2091196973621317,0,0.06451612903225806,3721,149525.34
690,1,1,0,119644.59,1,0,Germany,0,1.3918003998308672,0,0.045454545454545456,1849,166522.78
751,1,1,1,66825.33,0,0,France,0,2.028190086153167,0,0.03333333333333333,841,0.0
613,0,1,0,94875.03,1,0,Germany,0,1.2698854494649492,0,0.22727272727272727,1849,120481.69
701,1,1,0,76304.73,0,1,Spain,0,1.3553545716684712,1,0.034482758620689655,784,0.0
698,1,2,0,39755.0,0,0,France,0,3.412283177382031,2,0.14705882352941177,1089,0.0
451,0,2,1,180142.42,0,0,France,1,0.0,2,0.05405405405405406,1296,0.0
665,1,2,1,83238.4,0,0,France,0,2.299425752708453,0,0.27586206896551724,784,0.0
726,1,1,0,5078.9,0,0,Germany,0,18.603584716234575,1,0.17647058823529413,2500,94504.35
608,0,1,0,132424.69,1,0,Germany,0,0.9525934129548428,1,0.1111111111111111,1936,126147.84
549,0,1,1,109057.56,0,0,France,1,0.0,1,0.14893617021276595,2116,0.0
803,1,2,1,115676.61,0,0,France,1,0.0,0,0.17647058823529413,1089,0.0
663,1,2,1,149401.33,0,0,France,0,0.586497078057618,0,0.09090909090909091,1849,0.0
558,0,2,0,89891.4,1,0,France,0,1.70979448763188,0,0.021739130434782608,2025,0.0
714,0,2,0,82500.84,0,0,France,1,0.0,0,0.15384615384615385,625,0.0
704,1,1,1,6416.92,0,0,France,1,0.0,0,0.125,1521,0.0
805,0,1,1,189428.75,1,0,Germany,0,0.6154575508862784,0,0.1956521739130435,2025,116585.97
659,1,2,1,178833.34,0,0,Germany,0,0.7518946305278952,0,0.2571428571428571,1156,134464.58
738,1,1,1,42766.03,0,0,Germany,0,1.9409416552891328,1,0.15873015873015872,3844,83008.31
635,1,1,1,90883.12,0,1,Spain,0,1.2503302006995283,0,0.05555555555555555,1225,0.0
530,0,2,1,80619.09,0,1,Spain,1,0.0,0,0.1891891891891892,1296,0.0
661,1,2,0,120646.4,0,0,Germany,0,1.0157904770430195,2,0.11904761904761904,1681,122552.48
531,1,2,0,41409.36,0,1,Spain,0,2.8712488855445835,0,0.0625,961,0.0
694,0,1,0,112317.89,0,0,France,0,0.8877747100242889,0,0.16666666666666666,841,0.0
731,0,1,0,152128.36,0,0,France,1,0.0,0,0.16216216216216217,1296,0.0
556,0,1,0,177670.57,0,0,France,0,0.7553725112014263,1,0.05405405405405406,1296,0.0
647,0,3,1,189159.97,0,0,Germany,0,0.45414574687368114,0,0.023809523809523808,1681,85906.65
850,1,1,0,159403.68,0,0,Germany,0,0.8639285245577483,1,0.09090909090909091,1024,137714.25
573,1,1,1,149536.15,0,1,Spain,0,1.0751702837722934,1,0.029411764705882353,1089,0.0
591,1,2,1,155492.87,0,0,France,1,0.0,2,0.10869565217391304,2025,0.0
723,1,2,0,24847.02,0,0,France,1,0.0,0,0.18181818181818182,441,0.0
617,1,2,1,115387.4,0,0,France,0,0.8890484658769859,2,0.038461538461538464,625,0.0
704,0,2,1,171971.25,1,0,Germany,0,0.5963530744058998,0,0.25,1521,102556.18
457,1,1,0,126106.4,0,0,Germany,0,1.0052746309891412,1,0.09302325581395349,1764,126772.57
787,0,1,1,28228.35,0,0,Germany,0,5.610232966752689,1,0.07692307692307693,1444,158373.23
651,0,2,1,138113.71,0,0,France,1,0.0,0,0.2571428571428571,1156,0.0
612,1,1,1,43018.98,0,0,Germany,0,3.2990973031600666,1,0.11627906976744186,1764,141927.1
828,1,2,1,83611.45,1,1,Spain,0,1.3141203253821652,0,0.020833333333333332,2209,0.0
724,0,2,1,118863.38,0,0,France,1,0.0,2,0.05714285714285714,1156,0.0
648,1,2,1,91947.74,0,0,Germany,0,1.2112160536403216,2,0.2,1936,111369.79
569,1,1,0,94488.82,0,1,Spain,0,1.2379042525427606,0,0.08333333333333333,1225,0.0
765,0,2,0,47058.21,0,0,Germany,0,2.905478226260067,0,0.22857142857142856,1156,136729.51
577,0,1,0,44719.5,1,0,Germany,0,3.400815062443398,1,0.022222222222222223,1936,152086.15
603,1,2,1,174478.54,0,1,Spain,1,0.0,0,0.0425531914893617,2116,0.0
568,1,1,0,45611.51,0,1,Spain,0,2.790665981766844,0,0.034482758620689655,784,0.0
748,1,1,0,73853.94,1,0,Germany,0,1.6228028890146007,0,0.043478260869565216,2025,119852.01
573,1,2,1,196517.43,0,1,Spain,1,0.0,2,0.10256410256410256,1444,0.0
771,0,2,0,92914.67,0,1,Spain,1,0.0,2,0.11904761904761904,1681,0.0
763,1,1,1,31372.91,0,0,France,1,0.0,1,0.25,1225,0.0
410,0,1,1,109733.73,0,0,France,0,1.0678819731911675,1,0.19444444444444445,1225,0.0
728,1,1,0,36083.96,0,0,France,0,3.6000491617560337,1,0.23529411764705882,1089,0.0
655,0,2,0,188435.38,0,1,Spain,1,0.0,2,0.02531645569620253,6084,0.0
580,0,2,1,169963.2,1,0,Germany,0,0.8553996665180079,2,0.16216216216216217,1296,145387.32
712,1,1,1,69320.97,0,0,France,0,1.7976440946499355,1,0.19444444444444445,1225,0.0
680,1,2,1,36145.53,0,0,France,1,0.0,0,0.28125,961,0.0
383,0,1,0,137702.01,1,1,Spain,0,0.695759591602246,0,0.16326530612244897,2304,0.0
721,1,2,1,71594.26,0,0,France,1,0.0,0,0.2777777777777778,1225,0.0
620,0,2,0,65565.92,0,0,France,1,0.0,2,0.023255813953488372,1764,0.0
774,0,1,0,101828.39,0,1,Spain,0,1.1504763015864083,0,0.21621621621621623,1296,0.0
563,1,1,0,39546.32,0,0,France,0,2.6866730792377336,0,0.08333333333333333,1225,0.0
850,0,2,1,110805.79,0,0,Germany,0,1.009304393710891,2,0.2857142857142857,729,111837.78
681,1,1,1,2168.13,0,0,France,0,44.7290895428121,1,0.1875,2209,0.0
631,0,1,1,190067.12,0,0,France,0,0.7244124895853129,0,0.25,961,0.0
614,0,1,1,77789.01,0,1,Spain,0,1.45710869557672,1,0.07317073170731707,1600,0.0
704,1,1,1,127654.37,0,1,Spain,0,0.9565581142414926,1,0.4,576,0.0
786,1,2,0,79602.86,0,0,France,0,1.5131477292684048,0,0.06060606060606061,1024,0.0
534,0,2,1,80619.17,0,0,France,1,0.0,2,0.12962962962962962,2809,0.0
590,1,2,0,160346.3,0,1,Spain,0,0.4104362842405205,2,0.0,1156,0.0
583,0,1,1,109638.78,1,1,Spain,0,0.49642903333078564,0,0.07317073170731707,1600,0.0
656,0,2,1,1276.87,0,0,France,1,0.0,2,0.039473684210526314,5625,0.0
597,1,2,1,49374.82,0,0,France,1,0.0,0,0.2647058823529412,1089,0.0
588,0,2,1,31580.8,1,0,Germany,0,4.536776877822036,0,0.02040816326530612,2304,143279.58
667,1,1,1,20560.69,0,0,Germany,0,5.050491958589007,0,0.0,1024,103846.65
627,1,1,0,84584.69,0,0,France,0,1.480047748029247,1,0.05263157894736842,1369,0.0
708,0,2,0,15246.83,0,0,France,1,0.0,2,0.23529411764705882,1089,0.0
641,1,1,1,32607.77,1,0,France,0,1.175757932605247,0,0.09090909090909091,4225,0.0
527,0,2,1,155846.69,0,0,Germany,0,0.794384440346854,2,0.06896551724137931,784,123802.98
592,1,1,1,3232.82,0,0,France,0,29.88757259216654,1,0.07894736842105263,1369,0.0
465,1,2,1,177668.55,0,0,France,1,0.0,0,0.23529411764705882,1089,0.0
628,1,2,0,134441.6,0,0,France,1,0.0,0,0.15,1521,0.0
678,1,1,1,111032.79,1,0,France,0,1.1999699370795143,0,0.022727272727272728,1849,0.0
570,0,1,1,45214.04,0,0,France,0,3.142877900804688,1,0.0967741935483871,3721,0.0
815,1,1,1,67208.3,0,0,France,0,2.4716136010938965,0,0.02631578947368421,1369,0.0
817,0,2,1,80985.88,0,0,France,0,1.0010305372919661,0,0.15789473684210525,1369,0.0
717,1,1,1,167573.06,0,0,France,1,0.0,1,0.1111111111111111,1225,0.0
641,0,2,0,160110.65,0,0,France,0,0.7734322892806365,2,0.0,2809,0.0
624,1,2,1,127825.25,0,0,France,0,0.9653841053774166,2,0.19230769230769232,2601,0.0
579,1,1,1,123535.05,0,0,Germany,0,1.3710759733697166,1,0.08,2401,169377.31
698,1,1,1,41595.3,0,0,France,0,3.1256443481751983,1,0.05128205128205128,1444,0.0
645,1,2,0,97628.08,0,0,France,1,0.0,2,0.12121212121212122,1024,0.0
691,1,2,1,91359.79,0,0,France,0,1.4660122794472334,0,0.22857142857142856,1156,0.0
638,1,1,1,97755.29,0,0,France,0,1.1717227607553438,1,0.17142857142857143,1156,0.0
705,0,1,0,182528.44,0,0,France,0,0.656303279076515,0,0.09375,961,0.0
720,1,2,1,142956.48,0,0,France,1,0.0,2,0.2647058823529412,1089,0.0
553,1,1,1,10789.3,0,1,Spain,1,0.0,0,0.08888888888888889,1936,0.0
658,0,2,0,130461.09,0,0,France,1,0.0,2,0.26666666666666666,841,0.0
648,0,3,1,190994.48,1,0,Germany,0,0.8227366951301673,0,0.24242424242424243,1024,157138.99
636,1,2,1,159463.8,0,1,Spain,1,0.0,2,0.06521739130434782,2025,0.0
527,0,1,1,57589.29,0,0,Germany,0,2.3742412132323,1,0.23809523809523808,1681,136733.24
717,0,2,0,40437.67,0,0,Germany,0,2.0400804477496415,0,0.3103448275862069,784,82498.14
614,1,1,0,56459.45,0,1,Spain,0,2.6906432733001595,0,0.075,1521,0.0
737,1,1,1,39920.0,1,0,France,0,2.0062355652413517,0,0.0,1849,0.0
587,1,1,0,148798.45,0,1,Spain,0,0.5627663274293017,1,0.057692307692307696,2601,0.0
682,0,1,1,63737.19,1,0,France,0,2.8423530696431762,1,0.05555555555555555,1225,0.0
710,1,1,1,154997.64,0,0,France,0,0.8425159085266812,1,0.07692307692307693,1444,0.0
507,1,2,1,34777.23,0,0,France,1,0.0,0,0.13953488372093023,1764,0.0
609,1,1,0,93718.16,0,0,Germany,0,1.0043482037184286,0,0.17647058823529413,1089,94126.67
786,1,2,1,133112.41,0,0,France,1,0.0,0,0.2727272727272727,1024,0.0
688,1,1,1,175479.92,1,0,France,0,0.8436568488471566,0,0.1794871794871795,1444,0.0
710,1,2,1,96.27,0,0,France,1,0.0,0,0.05128205128205128,1444,0.0
779,1,2,1,30804.68,0,1,Spain,1,0.0,0,0.08823529411764706,1089,0.0
733,0,1,0,197193.49,0,0,France,0,0.8527917793240573,1,0.13333333333333333,1936,0.0
583,0,2,1,96792.15,0,0,Germany,0,0.7524867203929204,0,0.37037037037037035,676,72835.56
627,1,2,1,132719.8,0,0,France,1,0.0,0,0.07142857142857142,1681,0.0
666,1,2,1,112157.31,0,0,Germany,0,1.0985550691696406,2,0.09375,961,123212.08
620,1,2,1,38015.34,0,1,Spain,1,0.0,2,0.0,1444,0.0
614,0,2,1,164018.98,0,1,Spain,1,0.0,2,0.15,1521,0.0
606,1,2,1,46774.94,0,0,France,0,2.554772389395061,0,0.14634146341463414,1600,0.0
700,0,2,1,189664.43,0,0,Germany,0,0.7621358831706969,2,0.125,1521,144550.83
677,1,1,1,26106.39,1,0,Germany,0,4.854158535188696,1,0.08571428571428572,1156,126729.41
850,1,1,1,191535.11,1,0,Germany,0,0.6264305461774284,0,0.13513513513513514,1296,119984.07
564,1,1,1,158937.55,0,0,France,1,0.0,0,0.1111111111111111,1225,0.0
771,0,1,1,25222.6,1,1,Spain,1,0.0,1,0.03508771929824561,3136,0.0
620,1,1,1,29296.74,0,1,Spain,0,4.146737939513423,1,0.20930232558139536,1764,0.0
610,1,1,1,54394.28,0,1,Spain,0,1.6894443782622317,0,0.10638297872340426,2116,0.0
609,1,2,1,9234.06,0,1,Spain,0,15.099387551353214,0,0.05,1521,0.0
683,1,1,0,26796.73,0,0,Germany,0,5.40948692295952,1,0.1388888888888889,1225,144961.97
633,1,1,0,11796.89,0,0,Germany,0,10.683352701203352,1,0.06976744186046512,1764,126041.02
676,1,2,1,128461.29,0,0,Germany,0,0.5406960283831155,2,0.034482758620689655,784,69459.05
693,1,2,1,14278.18,0,0,France,0,13.890067216744939,2,0.1794871794871795,1444,0.0
709,1,2,1,46811.77,0,0,France,1,0.0,0,0.0,1296,0.0
569,1,3,1,109393.19,1,0,Germany,0,0.9981943282362619,0,0.05555555555555555,1225,109196.66
684,0,3,1,3966.5,1,1,Spain,0,33.816887208569625,0,0.07692307692307693,1444,0.0
565,1,1,1,63173.64,0,0,France,1,0.0,1,0.17142857142857143,1156,0.0
681,1,1,1,66367.33,0,0,France,1,0.0,0,0.26666666666666666,841,0.0
503,0,2,1,16274.67,0,1,Spain,1,0.0,2,0.24324324324324326,1296,0.0
656,1,2,1,180553.48,0,0,France,1,0.0,2,0.04878048780487805,1600,0.0
566,1,1,1,107563.16,1,0,Germany,0,1.1165467196508576,0,0.06060606060606061,4225,120100.41
592,0,1,1,100941.57,0,0,France,1,0.0,1,0.07936507936507936,3844,0.0
687,0,2,1,110230.4,0,1,Spain,1,0.0,0,0.09803921568627451,2500,0.0
686,1,2,0,142331.85,0,1,Spain,1,0.0,0,0.34782608695652173,484,0.0
616,1,2,1,199099.51,0,1,Spain,1,0.0,0,0.06451612903225806,900,0.0
494,1,2,1,85890.16,0,1,Spain,1,0.0,2,0.07352941176470588,4489,0.0
534,1,1,0,143938.27,0,0,France,1,0.0,0,0.07692307692307693,1444,0.0
695,0,2,0,131644.41,0,1,Spain,1,0.0,2,0.25,961,0.0
579,0,2,1,112395.98,0,1,Spain,1,0.0,0,0.28125,961,0.0
